Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Queensland,Australia,-28.0167,153.4,2020-02-26,5,0,1
South Australia,Australia,-34.9285,138.6007,2020-02-26,2,0,2
Tasmania,Australia,-41.4545,145.9707,2020-02-26,0,0,0
Victoria,Australia,-37.8136,144.9631,2020-02-26,4,0,4
Western Australia,Australia,-31.9505,115.8605,2020-02-26,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-27,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-02-27,4,0,4
Northern Territory,Australia,-12.4634,130.8456,2020-02-27,0,0,0
Queensland,Australia,-28.0167,153.4,2020-02-27,5,0,1
South Australia,Australia,-34.9285,138.6007,2020-02-27,2,0,2
Tasmania,Australia,-41.4545,145.9707,2020-02-27,0,0,0
Victoria,Australia,-37.8136,144.9631,2020-02-27,4,0,4
Western Australia,Australia,-31.9505,115.8605,2020-02-27,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-28,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-02-28,4,0,4
Northern Territory,Australia,-12.4634,130.8456,2020-02-28,0,0,0
Queensland,Australia,-28.0167,153.4,2020-02-28,5,0,1
South Australia,Australia,-34.9285,138.6007,2020-02-28,2,0,2
Tasmania,Australia,-41.4545,145.9707,2020-02-28,0,0,0
Victoria,Australia,-37.8136,144.9631,2020-02-28,4,0,4
Western Australia,Australia,-31.9505,115.8605,2020-02-28,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-29,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-02-29,4,0,4
Northern Territory,Australia,-12.4634,130.8456,2020-02-29,0,0,0
Queensland,Australia,-28.0167,153.4,2020-02-29,9,0,1
South Australia,Australia,-34.9285,138.6007,2020-02-29,3,0,2
Tasmania,Australia,-41.4545,145.9707,2020-02-29,0,0,0
Victoria,Australia,-37.8136,144.9631,2020-02-29,7,0,4
Western Australia,Australia,-31.9505,115.8605,2020-02-29,2,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-01,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-01,6,0,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-01,0,0,0
Queensland,Australia,-28.0167,153.4,2020-03-01,9,0,1
South Australia,Australia,-34.9285,138.6007,2020-03-01,3,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-01,0,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-01,7,0,4
Western Australia,Australia,-31.9505,115.8605,2020-03-01,2,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-02,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-02,6,0,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-02,0,0,0
Queensland,Australia,-28.0167,153.4,2020-03-02,9,0,1
South Australia,Australia,-34.9285,138.6007,2020-03-02,3,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-02,1,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-02,9,0,4
Western Australia,Australia,-31.9505,115.8605,2020-03-02,2,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-03,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-03,13,0,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-03,0,0,0
Queensland,Australia,-28.0167,153.4,2020-03-03,11,0,1
South Australia,Australia,-34.9285,138.6007,2020-03-03,3,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-03,1,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-03,9,0,4
Western Australia,Australia,-31.9505,115.8605,2020-03-03,2,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-04,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-04,22,1,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-04,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-04,11,0,1
South Australia,Australia,-34.9285,138.6007,2020-03-04,5,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-04,1,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-04,10,0,4
Western Australia,Australia,-31.9505,115.8605,2020-03-04,2,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-05,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-05,22,1,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-05,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-05,13,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-05,5,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-05,1,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-05,10,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-05,3,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-06,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-06,26,1,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-06,0,0,0
Queensland,Australia,-28.0167,153.4,2020-03-06,13,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-06,7,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-06,1,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-06,10,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-06,3,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-07,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-07,28,1,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-07,0,0,0
Queensland,Australia,-28.0167,153.4,2020-03-07,13,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-07,7,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-07,1,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-07,11,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-07,3,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-08,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-08,38,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-08,0,0,0
Queensland,Australia,-28.0167,153.4,2020-03-08,15,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-08,7,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-08,2,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-08,11,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-08,3,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-09,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-09,48,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-09,0,0,0
Queensland,Australia,-28.0167,153.4,2020-03-09,15,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-09,7,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-09,2,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-09,15,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-09,4,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-10,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-10,55,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-10,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-10,18,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-10,7,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-10,2,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-10,18,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-10,6,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-11,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-11,65,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-11,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-11,20,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-11,9,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-11,3,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-11,21,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-11,9,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-12,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-12,65,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-12,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-12,20,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-12,9,0,2
Tasmania,Australia,-41.4545,145.9707,2020-03-12,3,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-12,21,0,7
Western Australia,Australia,-31.9505,115.8605,2020-03-12,9,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-13,1,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-13,92,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-13,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-13,35,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-13,16,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-13,5,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-13,36,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-13,14,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-14,1,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-14,112,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-14,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-14,46,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-14,19,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-14,5,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-14,49,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-14,17,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-15,1,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-15,134,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-15,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-15,61,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-15,20,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-15,6,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-15,57,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-15,17,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-16,2,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-16,171,2,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-16,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-16,68,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-16,29,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-16,7,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-16,71,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-16,28,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-17,2,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-17,210,4,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-17,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-17,78,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-17,29,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-17,7,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-17,94,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-17,31,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-18,3,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-18,267,5,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-18,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-18,94,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-18,37,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-18,10,0,0
Victoria,Australia,-37.8136,144.9631,2020-03-18,121,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-18,35,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-19,4,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-19,307,5,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-19,1,0,0
Queensland,Australia,-28.0167,153.4,2020-03-19,144,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-19,42,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-19,10,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-19,121,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-19,52,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-20,6,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-20,353,6,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-20,3,0,0
Queensland,Australia,-28.0167,153.4,2020-03-20,184,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-20,50,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-20,10,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-20,121,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-20,64,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-21,9,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-21,436,6,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-21,3,0,0
Queensland,Australia,-28.0167,153.4,2020-03-21,221,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-21,67,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-21,16,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-21,229,0,8
Western Australia,Australia,-31.9505,115.8605,2020-03-21,90,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-22,19,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-22,669,6,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-22,5,0,0
Queensland,Australia,-28.0167,153.4,2020-03-22,259,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-22,100,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-22,22,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-22,355,0,70
Western Australia,Australia,-31.9505,115.8605,2020-03-22,120,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-23,32,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-23,669,6,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-23,5,0,0
Queensland,Australia,-28.0167,153.4,2020-03-23,319,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-23,134,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-23,28,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-23,355,0,70
Western Australia,Australia,-31.9505,115.8605,2020-03-23,140,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-24,39,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-24,818,7,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-24,6,0,0
Queensland,Australia,-28.0167,153.4,2020-03-24,397,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-24,170,0,3
Tasmania,Australia,-41.4545,145.9707,2020-03-24,28,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-24,411,0,97
Western Australia,Australia,-31.9505,115.8605,2020-03-24,175,1,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-25,39,0,0
New South Wales,Australia,-33.8688,151.2093,2020-03-25,1029,7,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-25,6,0,0
Queensland,Australia,-28.0167,153.4,2020-03-25,443,0,8
South Australia,Australia,-34.9285,138.6007,2020-03-25,170,0,6
Tasmania,Australia,-41.4545,145.9707,2020-03-25,36,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-25,466,0,97
Western Australia,Australia,-31.9505,115.8605,2020-03-25,175,1,1
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-26,53,0,1
New South Wales,Australia,-33.8688,151.2093,2020-03-26,1219,7,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-26,12,0,0
Queensland,Australia,-28.0167,153.4,2020-03-26,493,1,8
South Australia,Australia,-34.9285,138.6007,2020-03-26,235,0,6
Tasmania,Australia,-41.4545,145.9707,2020-03-26,47,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-26,520,3,149
Western Australia,Australia,-31.9505,115.8605,2020-03-26,231,2,1
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-27,62,0,1
New South Wales,Australia,-33.8688,151.2093,2020-03-27,1405,7,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-27,12,0,0
Queensland,Australia,-28.0167,153.4,2020-03-27,555,1,8
South Australia,Australia,-34.9285,138.6007,2020-03-27,257,0,6
Tasmania,Australia,-41.4545,145.9707,2020-03-27,47,0,3
Victoria,Australia,-37.8136,144.9631,2020-03-27,574,3,171
Western Australia,Australia,-31.9505,115.8605,2020-03-27,231,2,1
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-28,71,0,2
New South Wales,Australia,-33.8688,151.2093,2020-03-28,1617,8,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-28,15,0,0
Queensland,Australia,-28.0167,153.4,2020-03-28,625,1,8
South Australia,Australia,-34.9285,138.6007,2020-03-28,287,0,6
Tasmania,Australia,-41.4545,145.9707,2020-03-28,62,0,5
Victoria,Australia,-37.8136,144.9631,2020-03-28,685,3,191
Western Australia,Australia,-31.9505,115.8605,2020-03-28,278,2,28
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-29,77,0,2
New South Wales,Australia,-33.8688,151.2093,2020-03-29,1791,8,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-29,15,0,0
Queensland,Australia,-28.0167,153.4,2020-03-29,656,2,8
South Australia,Australia,-34.9285,138.6007,2020-03-29,299,0,6
Tasmania,Australia,-41.4545,145.9707,2020-03-29,66,0,5
Victoria,Australia,-37.8136,144.9631,2020-03-29,769,4,191
Western Australia,Australia,-31.9505,115.8605,2020-03-29,311,2,28
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-30,78,1,2
New South Wales,Australia,-33.8688,151.2093,2020-03-30,2032,8,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-30,15,0,0
Queensland,Australia,-28.0167,153.4,2020-03-30,689,2,8
South Australia,Australia,-34.9285,138.6007,2020-03-30,305,0,6
Tasmania,Australia,-41.4545,145.9707,2020-03-30,66,0,5
Victoria,Australia,-37.8136,144.9631,2020-03-30,821,4,191
Western Australia,Australia,-31.9505,115.8605,2020-03-30,355,2,41
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-31,80,1,3
New South Wales,Australia,-33.8688,151.2093,2020-03-31,2032,8,4
Northern Territory,Australia,-12.4634,130.8456,2020-03-31,17,0,0
Queensland,Australia,-28.0167,153.4,2020-03-31,743,2,8
South Australia,Australia,-34.9285,138.6007,2020-03-31,337,0,6
Tasmania,Australia,-41.4545,145.9707,2020-03-31,69,1,5
Victoria,Australia,-37.8136,144.9631,2020-03-31,917,4,291
Western Australia,Australia,-31.9505,115.8605,2020-03-31,364,2,41
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-01,84,1,8
New South Wales,Australia,-33.8688,151.2093,2020-04-01,2182,9,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-01,19,0,0
Queensland,Australia,-28.0167,153.4,2020-04-01,781,2,8
South Australia,Australia,-34.9285,138.6007,2020-04-01,367,0,6
Tasmania,Australia,-41.4545,145.9707,2020-04-01,69,2,5
Victoria,Australia,-37.8136,144.9631,2020-04-01,968,4,343
Western Australia,Australia,-31.9505,115.8605,2020-04-01,392,2,48
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-02,87,1,11
New South Wales,Australia,-33.8688,151.2093,2020-04-02,2298,10,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-02,21,0,0
Queensland,Australia,-28.0167,153.4,2020-04-02,835,4,8
South Australia,Australia,-34.9285,138.6007,2020-04-02,367,0,6
Tasmania,Australia,-41.4545,145.9707,2020-04-02,72,2,5
Victoria,Australia,-37.8136,144.9631,2020-04-02,1036,5,422
Western Australia,Australia,-31.9505,115.8605,2020-04-02,400,2,64
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-03,91,1,18
New South Wales,Australia,-33.8688,151.2093,2020-04-03,2389,12,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-03,22,0,0
Queensland,Australia,-28.0167,153.4,2020-04-03,873,4,8
South Australia,Australia,-34.9285,138.6007,2020-04-03,396,0,46
Tasmania,Australia,-41.4545,145.9707,2020-04-03,74,2,5
Victoria,Australia,-37.8136,144.9631,2020-04-03,1085,7,476
Western Australia,Australia,-31.9505,115.8605,2020-04-03,400,2,92
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-04,93,2,18
New South Wales,Australia,-33.8688,151.2093,2020-04-04,2493,12,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-04,26,0,1
Queensland,Australia,-28.0167,153.4,2020-04-04,900,4,8
South Australia,Australia,-34.9285,138.6007,2020-04-04,407,0,46
Tasmania,Australia,-41.4545,145.9707,2020-04-04,80,2,5
Victoria,Australia,-37.8136,144.9631,2020-04-04,1115,8,527
Western Australia,Australia,-31.9505,115.8605,2020-04-04,436,2,92
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-05,96,2,28
New South Wales,Australia,-33.8688,151.2093,2020-04-05,2580,16,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-05,27,0,1
Queensland,Australia,-28.0167,153.4,2020-04-05,907,4,8
South Australia,Australia,-34.9285,138.6007,2020-04-05,407,0,46
Tasmania,Australia,-41.4545,145.9707,2020-04-05,82,2,5
Victoria,Australia,-37.8136,144.9631,2020-04-05,1135,8,573
Western Australia,Australia,-31.9505,115.8605,2020-04-05,453,3,92
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-06,96,2,40
New South Wales,Australia,-33.8688,151.2093,2020-04-06,2637,18,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-06,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-06,921,4,173
South Australia,Australia,-34.9285,138.6007,2020-04-06,411,0,53
Tasmania,Australia,-41.4545,145.9707,2020-04-06,86,2,26
Victoria,Australia,-37.8136,144.9631,2020-04-06,1158,10,620
Western Australia,Australia,-31.9505,115.8605,2020-04-06,460,4,162
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-07,96,2,40
New South Wales,Australia,-33.8688,151.2093,2020-04-07,2686,21,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-07,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-07,934,4,173
South Australia,Australia,-34.9285,138.6007,2020-04-07,411,1,53
Tasmania,Australia,-41.4545,145.9707,2020-04-07,89,2,26
Victoria,Australia,-37.8136,144.9631,2020-04-07,1191,11,620
Western Australia,Australia,-31.9505,115.8605,2020-04-07,460,4,162
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-08,99,2,40
New South Wales,Australia,-33.8688,151.2093,2020-04-08,2734,21,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-08,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-08,943,4,173
South Australia,Australia,-34.9285,138.6007,2020-04-08,415,2,53
Tasmania,Australia,-41.4545,145.9707,2020-04-08,98,3,26
Victoria,Australia,-37.8136,144.9631,2020-04-08,1212,12,620
Western Australia,Australia,-31.9505,115.8605,2020-04-08,481,6,162
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-09,100,2,47
New South Wales,Australia,-33.8688,151.2093,2020-04-09,2773,21,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-09,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-09,953,4,345
South Australia,Australia,-34.9285,138.6007,2020-04-09,420,3,120
Tasmania,Australia,-41.4545,145.9707,2020-04-09,111,3,48
Victoria,Australia,-37.8136,144.9631,2020-04-09,1228,12,736
Western Australia,Australia,-31.9505,115.8605,2020-04-09,495,6,170
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-10,103,2,59
New South Wales,Australia,-33.8688,151.2093,2020-04-10,2822,22,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-10,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-10,965,4,372
South Australia,Australia,-34.9285,138.6007,2020-04-10,428,3,179
Tasmania,Australia,-41.4545,145.9707,2020-04-10,122,4,48
Victoria,Australia,-37.8136,144.9631,2020-04-10,1241,13,926
Western Australia,Australia,-31.9505,115.8605,2020-04-10,506,6,203
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-11,103,2,59
New South Wales,Australia,-33.8688,151.2093,2020-04-11,2857,23,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-11,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-11,974,5,372
South Australia,Australia,-34.9285,138.6007,2020-04-11,429,3,179
Tasmania,Australia,-41.4545,145.9707,2020-04-11,133,4,48
Victoria,Australia,-37.8136,144.9631,2020-04-11,1265,14,926
Western Australia,Australia,-31.9505,115.8605,2020-04-11,514,6,216
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-12,103,2,59
New South Wales,Australia,-33.8688,151.2093,2020-04-12,2857,24,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-12,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-12,983,5,372
South Australia,Australia,-34.9285,138.6007,2020-04-12,429,4,179
Tasmania,Australia,-41.4545,145.9707,2020-04-12,133,5,48
Victoria,Australia,-37.8136,144.9631,2020-04-12,1268,14,926
Western Australia,Australia,-31.9505,115.8605,2020-04-12,514,6,216
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-13,102,2,59
New South Wales,Australia,-33.8688,151.2093,2020-04-13,2863,25,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-13,28,0,2
Queensland,Australia,-28.0167,153.4,2020-04-13,987,5,372
South Australia,Australia,-34.9285,138.6007,2020-04-13,429,4,179
Tasmania,Australia,-41.4545,145.9707,2020-04-13,144,5,48
Victoria,Australia,-37.8136,144.9631,2020-04-13,1281,14,926
Western Australia,Australia,-31.9505,115.8605,2020-04-13,517,6,216
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-14,103,2,72
New South Wales,Australia,-33.8688,151.2093,2020-04-14,2870,25,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-14,28,0,6
Queensland,Australia,-28.0167,153.4,2020-04-14,998,5,442
South Australia,Australia,-34.9285,138.6007,2020-04-14,433,4,240
Tasmania,Australia,-41.4545,145.9707,2020-04-14,165,6,53
Victoria,Australia,-37.8136,144.9631,2020-04-14,1291,14,1118
Western Australia,Australia,-31.9505,115.8605,2020-04-14,527,6,251
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-15,103,3,72
New South Wales,Australia,-33.8688,151.2093,2020-04-15,2886,25,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-15,28,0,6
Queensland,Australia,-28.0167,153.4,2020-04-15,999,5,442
South Australia,Australia,-34.9285,138.6007,2020-04-15,433,4,240
Tasmania,Australia,-41.4545,145.9707,2020-04-15,165,6,53
Victoria,Australia,-37.8136,144.9631,2020-04-15,1299,14,1118
Western Australia,Australia,-31.9505,115.8605,2020-04-15,527,6,251
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-16,103,3,82
New South Wales,Australia,-33.8688,151.2093,2020-04-16,2897,25,4
Northern Territory,Australia,-12.4634,130.8456,2020-04-16,28,0,6
Queensland,Australia,-28.0167,153.4,2020-04-16,1001,5,442
South Australia,Australia,-34.9285,138.6007,2020-04-16,433,4,279
Tasmania,Australia,-41.4545,145.9707,2020-04-16,169,6,67
Victoria,Australia,-37.8136,144.9631,2020-04-16,1299,14,1137
Western Australia,Australia,-31.9505,115.8605,2020-04-16,532,6,338
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-17,103,3,81
New South Wales,Australia,-33.8688,151.2093,2020-04-17,2926,26,1379
